"ano","regiao","uf","municipio","gestao 1","gestao 2","gestao 3","gestao 4","gestao 5","gestao 6"
"2017","Norte","AM","1301704",32.5,18.1,34.9,4.8,8.4,1.3
"2017","Norte","AM","1301704",0,46.2,38.5,0,15.3,0
"2017","Norte","AM","1301704",38.6,12.9,34.3,5.7,7.1,1.4
"2017","Norte","AM","1301803",56.4,30.8,5.1,0,7.7,0
"2017","Norte","AM","1301803",0,83.3,0,0,16.7,0
"2017","Norte","AM","1301803",66.7,21.2,6.1,0,6,0
"2017","Norte","AM","1301852",12.1,16.7,19.7,4.5,39.4,7.6
"2017","Norte","AM","1301852",0,50,20,0,30,0
"2017","Norte","AM","1301852",14.3,10.7,19.6,5.4,41.1,8.9
"2017","Norte","AM","1301902",22,4.7,36.2,9.4,21.3,6.4
"2017","Norte","AM","1301902",0,31.3,31.3,0,12.5,24.9
"2017","Norte","AM","1301902",25.2,0.9,36.9,10.8,22.5,3.7
"2017","Norte","AM","1301951",0,36.1,44.4,13.9,5.6,0
"2017","Norte","AM","1301951",0,20,40,20,20,0
"2017","Norte","AM","1301951",0,38.7,45.2,12.9,3.2,0
"2017","Norte","AM","1302009",52.6,10.5,26.3,5.3,5.3,0
"2017","Norte","AM","1302009",0,33.3,33.3,0,33.4,0
"2017","Norte","AM","1302009",62.5,6.3,25,6.2,0,0
"2017","Norte","AM","1302108",2.8,2.8,8.3,33.3,52.8,0
"2017","Norte","AM","1302108",0,33.3,33.3,0,33.4,0
"2017","Norte","AM","1302108",3,0,6.1,36.4,54.5,0
"2017","Norte","AM","1302207",38.7,41.9,9.7,6.5,3.2,0
"2017","Norte","AM","1302207",0,66.7,0,0,33.3,0
"2017","Norte","AM","1302207",42.9,39.3,10.7,7.1,0,0
"2017","Norte","AM","1302306",21.3,23.6,18,16.9,20.2,0
"2017","Norte","AM","1302306",0,16.7,50,0,33.3,0
"2017","Norte","AM","1302306",22.9,24.1,15.7,18.1,19.2,0
"2017","Norte","AM","1302405",31.9,11.3,45.4,2.1,8.5,0.8
"2017","Norte","AM","1302405",0,80,0,0,10,10
"2017","Norte","AM","1302405",34.4,6.1,48.9,2.3,8.3,0
"2017","Norte","AM","1302504",54.5,20.9,17.2,2.2,4.5,0.7
"2017","Norte","AM","1302504",0,40,40,6.7,13.3,0
"2017","Norte","AM","1302504",61.3,18.5,14.3,1.7,3.4,0.8
"2017","Norte","AM","1302553",15.4,33.3,41,5.1,2.6,2.6
"2017","Norte","AM","1302553",0,50,25,0,0,25
"2017","Norte","AM","1302553",17.1,31.4,42.9,5.7,2.9,0
"2017","Norte","AM","1302603",1.6,53.3,25.3,4.7,11.4,3.7
"2017","Norte","AM","1302603",1.7,54.9,22.9,5.7,10.6,4.2
"2017","Norte","AM","1302603",1.2,45.2,36.9,0,15.5,1.2
"2017","Norte","AM","1302702",43.6,17.4,30.9,2,6.1,0
"2017","Norte","AM","1302702",6.7,60,13.3,0,20,0
