"ano","regiao","uf","municipio","salario_medio","salario_medio_pad"
"2014","Norte","RO","1100015",1599.409,2122.445
"2014","Norte","RO","1100015",1663.085,2217.816
"2014","Norte","RO","1100015",1325.146,1722.135
"2014","Norte","RO","1100023",2482.065,2261.966
"2014","Norte","RO","1100023",2525.572,2301.111
"2014","Norte","RO","1100023",2227.276,2032.386
"2014","Norte","RO","1100031",1844.898,2043.716
"2014","Norte","RO","1100031",1986.308,2199.324
"2014","Norte","RO","1100031",945.528,1050.587
"2014","Norte","RO","1100049",2647.404,2769.856
"2014","Norte","RO","1100049",2629.51,2765.79
"2014","Norte","RO","1100049",2714.809,2784.789
"2014","Norte","RO","1100056",2120.587,2213.858
"2014","Norte","RO","1100056",2159.11,2266.95
"2014","Norte","RO","1100056",1822.24,1822.24
"2014","Norte","RO","1100064",2510.927,2297.2
"2014","Norte","RO","1100064",2534.969,2319.984
"2014","Norte","RO","1100064",2060.128,1872.843
"2014","Norte","RO","1100072",2248.155,2066.265
"2014","Norte","RO","1100072",2280.981,2101.089
"2014","Norte","RO","1100072",2085.124,1895.568
"2014","Norte","RO","1100080",2374.719,2420.735
"2014","Norte","RO","1100080",2429.263,2470.577
"2014","Norte","RO","1100080",2294.79,2347.276
"2014","Norte","RO","1100098",2412.977,3296.92
"2014","Norte","RO","1100098",2403.418,3277.801
"2014","Norte","RO","1100098",2638.366,3769.094
"2014","Norte","RO","1100106",1831.322,2029.232
"2014","Norte","RO","1100106",1874.352,2065.274
"2014","Norte","RO","1100106",1530.28,1765.242
"2014","Norte","RO","1100114",1415.855,2138.788
"2014","Norte","RO","1100114",1507.27,2376.838
"2014","Norte","RO","1100114",1105.011,1460.391
"2014","Norte","RO","1100122",2199.813,2632.453
"2014","Norte","RO","1100122",2238.635,2698.124
"2014","Norte","RO","1100122",1850.882,2081.653
"2014","Norte","RO","1100130",1823.857,2185.1
"2014","Norte","RO","1100130",1845.57,2220.15
"2014","Norte","RO","1100130",1708.856,2004.121
"2014","Norte","RO","1100148",1963.083,2572.898
"2014","Norte","RO","1100148",1967.805,2571.574
"2014","Norte","RO","1100148",1927.131,2583.243
"2014","Norte","RO","1100155",2097.476,2747.425
"2014","Norte","RO","1100155",2107.75,2766.98
"2014","Norte","RO","1100155",1778.87,2181.044
"2014","Norte","RO","1100189",1703.314,2323.303
"2014","Norte","RO","1100189",1741.958,2409.345
"2014","Norte","RO","1100189",1584.849,2073.773
"2014","Norte","RO","1100205",2181.905,3096.436
"2014","Norte","RO","1100205",2192.47,3126.911
"2014","Norte","RO","1100205",2061.018,2768.054
"2014","Norte","RO","1100254",1774.582,2075.396
"2014","Norte","RO","1100254",1811.26,2172.495
"2014","Norte","RO","1100254",1554.57,1581.406
"2014","Norte","RO","1100262",1535.674,2446.153
"2014","Norte","RO","1100262",1612.365,2413.413
"2014","Norte","RO","1100262",1428.399,2499.698
"2014","Norte","RO","1100288",2298.029,2852.805
"2014","Norte","RO","1100288",2316.086,2877.153
"2014","Norte","RO","1100288",1832.176,2235.764
"2014","Norte","RO","1100296",1497.453,1516.545
"2014","Norte","RO","1100296",1517.563,1537.681
"2014","Norte","RO","1100296",NA,NA
"2014","Norte","RO","1100304",2835.339,3109.538
"2014","Norte","RO","1100304",2844.909,3124.425
"2014","Norte","RO","1100304",2448.348,2540.75
"2014","Norte","RO","1100320",2133.66,2259.193
"2014","Norte","RO","1100320",2136.257,2270.498
"2014","Norte","RO","1100320",2093.12,2093.12
"2014","Norte","RO","1100338",1441.448,1921.508
"2014","Norte","RO","1100338",1590.29,2317.797
"2014","Norte","RO","1100338",1137.083,1290.488
"2014","Norte","RO","1100346",1415.176,1838.978
"2014","Norte","RO","1100346",1436.391,1871.484
"2014","Norte","RO","1100346",1210.839,1534.469
"2014","Norte","RO","1100379",1825.422,2442.985
"2014","Norte","RO","1100379",1844.901,2473.259
"2014","Norte","RO","1100379",1423.15,1840.003
"2014","Norte","RO","1100403",2064.043,2618.515
"2014","Norte","RO","1100403",2083.862,2583.711
"2014","Norte","RO","1100403",2023.921,2694.165
"2014","Norte","RO","1100452",2073.328,2435.075
"2014","Norte","RO","1100452",2174.459,2486.272
"2014","Norte","RO","1100452",1860.682,2317.796
"2014","Norte","RO","1100502",1744.062,2171.441
"2014","Norte","RO","1100502",1761.08,2191.681
"2014","Norte","RO","1100502",1588.148,1985.185
"2014","Norte","RO","1100601",1760.886,2489.876
"2014","Norte","RO","1100601",1786.278,2516.221
"2014","Norte","RO","1100601",1517.027,2226.286
"2014","Norte","RO","1100700",2363.811,2363.811
"2014","Norte","RO","1100700",2381.983,2381.983
"2014","Norte","RO","1100700",2211.282,2211.282
"2014","Norte","RO","1100809",2739.424,2929.666
"2014","Norte","RO","1100809",2751.164,2999.821
"2014","Norte","RO","1100809",2696.959,2696.959
"2014","Norte","RO","1100908",2003.004,2988.434
"2014","Norte","RO","1100908",2023.762,2993.547
"2014","Norte","RO","1100908",NA,NA
"2014","Norte","RO","1100924",2225.634,2225.634
"2014","Norte","RO","1100924",2549.657,2549.657
"2014","Norte","RO","1100924",1662.381,1662.381
"2014","Norte","RO","1100940",2366.107,2826.236
"2014","Norte","RO","1100940",2396.343,2828.231
