"ano","regiao","uf","municipio","afd1","afd2","afd3","afd4","afd5","media_aluno_turma","MIRD","aprovacao","reprovacao","abandono","superior","salario_medio","salario_medio_pad","gestao 1","gestao 2","gestao 3","gestao 4","gestao 5","gestao 6"
"2013","Centro_Oeste","GO","5202502",42.5,0,41.55,0,15.95,22.35,3.36106151333333,100,0,0,81.55,1763.05366666667,1763.05366666667,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5202601",70,0,0,30,0,19.1,3.2992189,99,1,0,100,2610.762,3378.633,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5202809",71.4,0,25,0,3.6,20,3.31137806,99,0,1,90,3193.8675,3193.8675,0,0,0,0,100,0
"2013","Centro_Oeste","GO","5203104",46.3,4,28.65,0,21.05,15.7,2.62664688,100,0,0,85.7,2991.6885,2991.6885,50,50,0,0,0,0
"2013","Centro_Oeste","GO","5203203",69.4714285714286,0.314285714285714,17.9142857142857,2.22857142857143,10.0714285714286,17.3857142857143,2.76433545857143,95.1714285714286,4.82857142857143,0,88.4857142857143,2098.60166666667,2382.62666666667,46.6333333333333,46.6333333333333,0,0,6.7,0.0333333333333333
"2013","Centro_Oeste","GO","5203302",69.6166666666667,0,10.6833333333333,0,19.7,18.0833333333333,2.70130094428571,98.1,1.38333333333333,0.516666666666667,80.3,2075.48166666667,2739.231,32.8666666666667,44.3,11.4333333333333,0,11.4,0
"2013","Centro_Oeste","GO","5203401",65.9,0,12.4,2.2,19.5,20.1,3.17386099,96.7,2.6,0.7,74.2,1832.03733333333,2189.961,0,0,0,100,0,0
"2013","Centro_Oeste","GO","5203500",78.3285714285714,0,20.1142857142857,0.9,0.657142857142857,22.7142857142857,3.18681285285714,87.0571428571428,10.3571428571429,2.58571428571429,99.3857142857143,3588.32233333333,4779.433,22.2,0,66.7,0,0,11.1
"2013","Centro_Oeste","GO","5203559",70.3333333333333,0,21.3333333333333,0,8.33333333333333,23.3333333333333,2.85104788666667,95.8333333333333,3.9,0.266666666666667,91.6666666666667,2338.9035,3019.506,0,50,25,0,25,0
"2013","Centro_Oeste","GO","5203575",48.4,0,33.6666666666667,6.83333333333333,11.1,14.3333333333333,3.61514762333333,97.1666666666667,2.23333333333333,0.6,88.9,1925.1725,2529.0615,44.4333333333333,0,27.7666666666667,0,27.7666666666667,0.0333333333333333
"2013","Centro_Oeste","GO","5203609",42.3,0,16.9,0,40.8,20.7,3.480188095,94.7,4.7,0.6,60,1473.95833333333,1339.962,66.7,33.3,0,0,0,0
"2013","Centro_Oeste","GO","5203807",33.35,0,14,50,2.65,16.6,3.30404453,92.2,1.45,6.35,97.5,1801.882,1801.882,44.4333333333333,27.7666666666667,0,0,27.7666666666667,0.0333333333333333
"2013","Centro_Oeste","GO","5203906",53.2333333333333,0,44.4666666666667,0,2.3,15.9,1.98513629,97.1666666666667,2.7,0.133333333333333,97.7666666666667,1701.76066666667,1701.76066666667,51.1,48.9,0,0,0,0
"2013","Centro_Oeste","GO","5203939",77.4,0,22.6,0,0,20.3,3.20640922,99,1,0,100,2554.275,2554.275,0,0,100,0,0,0
"2013","Centro_Oeste","GO","5203962",19.1,0,28.65,0,52.25,24.55,2.53335890666667,95.7,2.8,1.5,44.25,1526.73133333333,1790.63633333333,19.4333333333333,80.5666666666667,0,0,0,0
"2013","Centro_Oeste","GO","5204003",45.08,0,8.52,0,46.4,12.26,3.547511992,97.5,2.18,0.32,49.68,NA,NA,44.8666666666667,39.3,15.8333333333333,0,0,0
"2013","Centro_Oeste","GO","5204102",55.1,2.75,39.6,0.55,2,17.45,3.6164386825,99.2,0.45,0.35,97.6,2983.81,3536.412,0,38.9,41.6666666666667,0,19.4333333333333,0
"2013","Centro_Oeste","GO","5204201",0,0,100,0,0,20,2.24424552,100,0,0,100,2146.346,2525.113,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5204250",53.575,0,32.475,2.175,11.775,19.45,2.58619148833333,95.95,2.4,1.65,91.65,3009.49666666667,3009.49666666667,0,33.3,33.3,16.7,16.7,0
"2013","Centro_Oeste","GO","5204300",62.72,0,35.22,1.56,0.5,19.48,3.257467855,93.54,5.78,0.68,99.36,2313.173,2110.6405,54.3,22.8666666666667,11.4333333333333,0,11.4,0
"2013","Centro_Oeste","GO","5204409",28.5,0,32.5,0,39,14.3727272727273,3.30359168416667,94.8727272727273,5.12727272727273,0,62.7363636363636,2829.73366666667,2829.73366666667,37.7,52.8666666666667,0,0,9.43333333333333,0
"2013","Centro_Oeste","GO","5204508",68.1125,0.2625,17.54375,2.05625,12.025,23.23125,2.92896080962963,94.45625,5.10625,0.4375,83.6875,2771.345,3131.5155,46.4,36.8666666666667,7.13333333333333,0,7.13333333333333,2.46666666666667
"2013","Centro_Oeste","GO","5204557",78.8,0,14.1,7.1,0,23.1,2.928907725,98.1,1.9,0,100,3567.208,3634.588,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5204607",63.4,0,27.7,5.4,3.5,23.3,2.54271274,96.2,2.2,1.6,89.5,2538.019,2630.265,50,0,50,0,0,0
"2013","Centro_Oeste","GO","5204656",21.15,0,43.9,0,34.95,16.75,3.49061823666667,93.65,5.6,0.75,65.1,2446.66,2622.588,0,27.7666666666667,44.4333333333333,0,0,27.8
"2013","Centro_Oeste","GO","5204706",46.24,0,28.72,2.54,22.5,15.9,3.15623752857143,92.34,5.04,2.62,77.5,2371.449,3161.93233333333,31.7666666666667,39.3,15.8666666666667,0,13.0666666666667,0
"2013","Centro_Oeste","GO","5204805",47.275,0,48.4,4.325,0,16.2,2.619728462,95.95,4.05,0,100,NA,NA,55,30,0,0,15,0
"2013","Centro_Oeste","GO","5204854",62.9,0,34.2,0,2.9,25.3,3.05839902,88,12,0,97.6,2020.30033333333,2252.40233333333,0,50,50,0,0,0
"2013","Centro_Oeste","GO","5204904",56.8571428571429,0,29.6428571428571,0.357142857142857,13.1428571428571,21.5428571428571,3.233918373,91.4857142857143,7.25714285714286,1.25714285714286,89.2857142857143,2157.49533333333,2281.11966666667,20.2,13.4666666666667,52.8666666666667,6.73333333333333,6.7,0.0333333333333333
"2013","Centro_Oeste","GO","5204953",49.6,0,12.5,7.15,30.75,20.85,2.46448402333333,97.6,1.95,0.45,73.9,1085.83333333333,1085.83333333333,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5205000",68.3,0,18.26,0,13.44,16.62,2.139147676,100,0,0,89.52,2221.83166666667,2019.84733333333,58.3333333333333,27.7666666666667,13.9,0,0,0
"2013","Centro_Oeste","GO","5205059",88.4,0,5.35,0,6.25,20.65,3.03639209333333,89.25,8.75,2,94.45,2040.193,1854.721,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5205109",37.8277777777778,0.794444444444444,49.3666666666667,4.07777777777778,7.93333333333333,20.05,2.925480231,97.6777777777778,2.23333333333333,0.0888888888888889,92.25,3210.982,6356.8615,12.4333333333333,60.1666666666667,20.3333333333333,7.06666666666667,0,0
"2013","Centro_Oeste","GO","5205208",100,0,0,0,0,27.5,3.66283537,98.3,1.4,0.3,100,2919.9205,3746.236,0,0,100,0,0,0
"2013","Centro_Oeste","GO","5205307",3.77142857142857,0,4.68571428571429,0,91.5428571428571,9.53571428571429,3.30679904275862,86.4821428571429,12.4607142857143,1.05714285714286,9.13571428571429,2192.58766666667,2812.35833333333,59.8333333333333,18.9,11.8333333333333,0,9.43333333333333,0
"2013","Centro_Oeste","GO","5205406",76.95,0,23.05,0,0,24.25,2.46899689166667,98.85,1.15,0,100,2345.57366666667,2444.05,0,83.3,16.7,0,0,0
"2013","Centro_Oeste","GO","5205455",62.8,0,16.3,0,20.9,15.5,3.32279688333333,97.7333333333333,2.26666666666667,0,78.6333333333333,2115.82533333333,2439.87733333333,44.4333333333333,27.7666666666667,27.7666666666667,0,0,0.0333333333333333
"2013","Centro_Oeste","GO","5205471",74.75,1.6,23.65,0,0,24.65,3.09599239333333,96.15,3.85,0,100,2748.08866666667,3053.432,50,0,25,0,25,0
"2013","Centro_Oeste","GO","5205497",72.9230769230769,0.961538461538462,15.8461538461538,1.77692307692308,8.49230769230769,29.0846153846154,2.69771606857143,86.2846153846154,12.0153846153846,1.7,91.5923076923077,3002.84766666667,2910.119,35.2,30.5,19.0666666666667,0,11.4333333333333,3.8
"2013","Centro_Oeste","GO","5205513",41.8571428571429,0,56.0714285714286,0.585714285714286,1.48571428571429,21.6428571428571,3.76665647625,86.4857142857143,10.5,3.01428571428571,98.9714285714286,3514.673,3714.6735,56.6666666666667,0,32.5,0,0,10.8333333333333
"2013","Centro_Oeste","GO","5205521",59.3,0,15,0,25.7,23.2,2.770968755,99.2,0,0.8,77.8,1999.05666666667,1999.05666666667,50,0,0,0,0,50
"2013","Centro_Oeste","GO","5205703",86.75,0,13.25,0,0,8.5,2.98681348,99.75,0.25,0,100,NA,NA,44.4333333333333,55.5666666666667,0,0,0,0
"2013","Centro_Oeste","GO","5205802",23.54,0,25.9,0.75,49.81,13.74,3.684772928,94.1666666666667,5.04444444444444,0.788888888888889,50.41,1971.94433333333,2629.259,76.6666666666667,11.6666666666667,11.6666666666667,0,0,0
"2013","Centro_Oeste","GO","5205901",72.7166666666667,0,20.25,1.08333333333333,5.95,12.7,3.46919882285714,97.75,1.78333333333333,0.466666666666667,93.2833333333333,2011.88666666667,2029.141,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5206206",47.8777777777778,0,24.2666666666667,0.394444444444444,27.4611111111111,22.5222222222222,3.278888455,93.55,5.54444444444444,0.905555555555556,70.3055555555556,2457.95,2665.39133333333,10.0666666666667,40.9666666666667,34.9,0,9.4,4.66666666666667
"2013","Centro_Oeste","GO","5206305",58.7,0,16.9,0,24.4,24.1,4.19310514,89.1,9.3,1.6,80,1697.27486666667,2237.838,0,50,0,50,0,0
"2013","Centro_Oeste","GO","5206404",53.1,0,24.9333333333333,1.85555555555556,20.1111111111111,13.9111111111111,3.060625181,97.8222222222222,2.05555555555556,0.122222222222222,77.1333333333333,1910.522,1736.838,47.2333333333333,33.3,19.4333333333333,0,0,0.0333333333333333
"2013","Centro_Oeste","GO","5206503",21.9,0,19.2,0,58.9,6.3,3.12883914,100,0,0,44.4,1402.04746666667,1402.04746666667,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5206602",NA,NA,NA,NA,NA,NA,3.63176575,NA,NA,NA,NA,1650.96433333333,2377.191,50,50,0,0,0,0
"2013","Centro_Oeste","GO","5206701",25,0,0,13.95,61.05,24.95,2.654724935,98.15,1.45,0.4,38.65,1360.68833333333,1409.913,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5206800",36.9,0,12.6,0,50.5,22.5,3.53879737,96.2,3.3,0.5,50,2048.74706666667,2302.4375,0,0,100,0,0,0
"2013","Centro_Oeste","GO","5206909",80.2,0,0,0,19.8,13.2,2.448078415,97.4,2.6,0,81.8,1607.92933333333,1607.92933333333,100,0,0,0,0,0
"2013","Centro_Oeste","GO","5207105",34.1,0,40.9,0,25,12.75,4.242457855,100,0,0,75,1822.3545,1822.3545,50,50,0,0,0,0
"2013","Centro_Oeste","GO","5207253",41.85,1,23.4666666666667,4.73333333333333,28.95,15.35,2.49270054285714,96.3833333333333,2.15,1.46666666666667,72.6833333333333,1110.095,1260.578,11.4333333333333,55.7,32.8666666666667,0,0,0
"2013","Centro_Oeste","GO","5207352",85.3,0,12.85,0,1.85,17.8,3.28696001,91.85,4.65,3.5,98.15,2391.673,2421.2,0,66.7,0,33.3,0,0
"2013","Centro_Oeste","GO","5207402",73.25,0,22.4,1.975,2.375,24.375,3.443170668,97.6,0.375,2.025,97.925,2759.34233333333,2851.28466666667,20,20,40,0,20,0
"2013","Centro_Oeste","GO","5207501",50.4,0,38.35,0,11.25,23.1,3.03117064333333,98.95,0.8,0.25,91.65,2194.8275,2296.6555,66.7,0,33.3,0,0,0
"2013","Centro_Oeste","GO","5207535",25.6875,0,16.3,0,58.0125,10.675,3.560598255,96.575,2.275,1.15,46.5375,1444.18766666667,1541.659,25.4,74.6,0,0,0,0
"2013","Centro_Oeste","GO","5207600",7.4,0,29.3,0,63.3,10.44,3.81720537,100,0,0,41,1680.44703333333,1783.329,64.4333333333333,17.7666666666667,0,0,17.7666666666667,0.0333333333333333
"2013","Centro_Oeste","GO","5207808",75.5,16.6333333333333,6.4,1.46666666666667,0,23.6666666666667,1.539404135,99.0666666666667,0.633333333333333,0.3,100,1679.32433333333,2059.605,50,50,0,0,0,0
"2013","Centro_Oeste","GO","5207907",24.7153846153846,0,30.6307692307692,0.484615384615385,44.1692307692308,16.0538461538462,3.04670928785714,89.9153846153846,4.18461538461538,5.9,55.7,1685.271,1706.68566666667,32.4666666666667,40.4666666666667,27.0666666666667,0,0,0
"2013","Centro_Oeste","GO","5208004",50.545,0,26.585,2.715,20.155,23.81,2.8717692995,92.325,7.1725,0.5025,79.695,NA,NA,35.5666666666667,15.2,12.6,8.53333333333333,24.4333333333333,3.66666666666667
"2013","Centro_Oeste","GO","5208103",14.7,0,18.65,0,66.65,14.45,3.80698341333333,93.5,6.3,0.2,33.35,2627.65733333333,2627.65733333333,44.4333333333333,27.7666666666667,0,27.7666666666667,0,0.0333333333333333
"2013","Centro_Oeste","GO","5208152",46.8,0,37.05,0,16.15,23.2,3.23656288666667,93.25,6.1,0.65,80,2511.075,2511.075,27.7666666666667,44.4333333333333,0,27.7666666666667,0,0.0333333333333333
"2013","Centro_Oeste","GO","5208301",27.7333333333333,0,19.2,1.43333333333333,51.6333333333333,12.8,2.995812664,89.7666666666667,7.83333333333333,2.4,47.1,1842.65766666667,1903.68366666667,17.7666666666667,64.4333333333333,17.7666666666667,0,0,0.0333333333333333
"2013","Centro_Oeste","GO","5208400",67.0333333333333,0,9.1,0,23.8666666666667,26.9666666666667,3.158722046,94.0333333333333,4.5,1.46666666666667,74.6,2236.45133333333,2888.86666666667,0,80,0,0,20,0
"2013","Centro_Oeste","GO","5208509",55.2,0,26,0,18.8,23.4,2.90085741,100,0,0,85.7,1679.195,1679.195,100,0,0,0,0,0
"2013","Centro_Oeste","GO","5208608",75.6266666666667,0,22.7866666666667,0,1.58666666666667,24.26,3.53800500526316,98.96,0.946666666666667,0.0933333333333333,98.5266666666667,NA,NA,41.6333333333333,46.4,4.76666666666667,0,7.13333333333333,0.0666666666666667
"2013","Centro_Oeste","GO","5208707",81.0834355828221,0.688957055214724,12.3515337423313,3.07423312883436,2.80184049079755,27.7926380368098,3.08680202435115,97.0638036809816,2.12085889570552,0.815337423312883,96.7269938650307,3213.13433333333,5265.00666666667,22.8,43.5666666666667,11.5333333333333,3.76666666666667,11.0666666666667,7.26666666666667
"2013","Centro_Oeste","GO","5208806",84.275,1.9125,6.975,1.975,4.8625,27.1,2.9629321075,91.825,7.2125,0.9625,91.1,NA,NA,20,0,50,20,10,0
"2013","Centro_Oeste","GO","5208905",17.52,0,24.08,0.42,57.98,10.81,2.61658609466667,93.71,6.17,0.12,41.15,1800.11133333333,2048.59833333333,47.7666666666667,52.2333333333333,0,0,0,0
"2013","Centro_Oeste","GO","5209101",64.725,0,27.575,3.49166666666667,4.20833333333333,24.7416666666667,3.18079676133333,94.425,3.79166666666667,1.78333333333333,96.025,4100.0725,4021.1285,44.7666666666667,18.4333333333333,27.6333333333333,4.6,4.56666666666667,0
"2013","Centro_Oeste","GO","5209150",30.2,0,52.85,0,16.95,21.15,2.644631565,98.65,1.05,0.3,86.35,2121.91366666667,2044.78833333333,50,25,0,25,0,0
"2013","Centro_Oeste","GO","5209200",80.25,0,5.5,0,14.25,20.45,2.3931598525,96.925,2.275,0.8,90.075,1882.97766666667,2399.192,16.7,50,0,16.7,16.6,0
"2013","Centro_Oeste","GO","5209291",39.8,0,60.2,0,0,16,3.7484829,98.8,1.2,0,100,3058.262,3075.6,0,0,0,0,100,0
"2013","Centro_Oeste","GO","5209408",24.7333333333333,0,66.9333333333333,0,8.33333333333333,19.55,3.209964695,94.05,5.76666666666667,0.183333333333333,91.6666666666667,1785.63,1811.4885,55.5666666666667,0,22.2333333333333,0,22.2,0
"2013","Centro_Oeste","GO","5209457",22,0,47.35,0,30.65,20.4,4.0789033,100,0,0,73.35,1926.3165,2506.6295,50,50,0,0,0,0
"2013","Centro_Oeste","GO","5209606",25,0,75,0,0,20.5,3.30337196,100,0,0,100,1211.79,1101.62723333333,33.3,66.7,0,0,0,0
"2013","Centro_Oeste","GO","5209705",39.5272727272727,0,32.1545454545455,1.69090909090909,26.6272727272727,15.7,3.1418170925,93.4,5,1.6,73.8818181818182,2690.22133333333,3175.50266666667,71.5666666666667,18.9333333333333,4.73333333333333,0,4.73333333333333,0.0333333333333333
"2013","Centro_Oeste","GO","5209804",31.25,0,17.05,0,51.7,19.8,2.127801515,97.1,2.9,0,52.75,1260.18433333333,1680.24566666667,0,100,0,0,0,0
"2013","Centro_Oeste","GO","5209903",24.4,0,22.7555555555556,0,52.8444444444444,19.5333333333333,2.743805697,93.3222222222222,4.71111111111111,1.96666666666667,49.7555555555556,2226.12666666667,2023.75133333333,41.9,46.7333333333333,0,11.3666666666667,0,0
"2013","Centro_Oeste","GO","5209937",54.7,0,44.6,0,0.7,21,3.18487963,96.1,2.3,1.6,97.2,2811.4375,3004.687,0,50,0,0,50,0
"2013","Centro_Oeste","GO","5209952",56.0166666666667,0,19.0833333333333,0,24.9,20.2333333333333,2.52645740285714,97.9833333333333,1.8,0.216666666666667,73.1833333333333,2146.03766666667,2546.33766666667,37.5,44.6333333333333,8.93333333333333,0,8.93333333333333,0
"2013","Centro_Oeste","GO","5210000",65.2307692307692,0,15.9615384615385,0.246153846153846,18.5615384615385,21.6307692307692,3.20537547272727,97.8923076923077,1.23076923076923,0.876923076923077,73.9,2717.325,2716.1475,48.5666666666667,38.6333333333333,9.6,0,3.16666666666667,0.0333333333333333
"2013","Centro_Oeste","GO","5210109",48.55,0,23.8875,2,25.5625,18.7625,3.26778289933333,91.275,7.475,1.25,73.9875,2048.19233333333,2239.00366666667,26.0666666666667,39.1333333333333,21.7,0,13.0666666666667,0.0333333333333333
"2013","Centro_Oeste","GO","5210158",36.5,0,47.15,0,16.35,16.55,3.2026129275,99.35,0.65,0,78.8,1479.583,1652.39833333333,75,0,25,0,0,0
"2013","Centro_Oeste","GO","5210208",57.16,0,41.02,0,1.82,15.66,3.61856845166667,99.16,0.74,0.1,98.58,2084.74166666667,2437.588,60.8666666666667,22.4,11.2,0,0,5.53333333333333
"2013","Centro_Oeste","GO","5210307",75.4,0,24.6,0,0,17.1,2.75526049,99.3,0.7,0,100,3082.339,4109.786,0,0,0,0,100,0
"2013","Centro_Oeste","GO","5210406",59.0666666666667,0.611111111111111,31.1555555555556,0,9.16666666666667,26.0666666666667,2.37188010272727,97.6444444444444,1.93333333333333,0.422222222222222,90.2666666666667,1998.36966666667,2072.22466666667,17.4333333333333,17.4333333333333,11.6333333333333,5.8,47.7,0
"2013","Centro_Oeste","GO","5210562",87.7,0,0,0,12.3,21.6,2.69279646,99.2,0.8,0,90.5,2434.3975,2434.3975,50,0,0,0,50,0
"2013","Centro_Oeste","GO","5210604",59.3,0,40.7,0,0,22.3,2.07184023,98.9,0.9,0.2,100,1863.155,2058.734,50,50,0,0,0,0
"2013","Centro_Oeste","GO","5210802",64.9,0,32.4666666666667,0,2.63333333333333,16.3333333333333,2.96403112,93.9,3.86666666666667,2.23333333333333,96.6666666666667,2531.751,2524.911,0,80.5666666666667,0,19.4333333333333,0,0
"2013","Centro_Oeste","GO","5210901",42.4,0,25.6,3.2,28.8,24.4,3.298321965,93.8,3.3,2.9,72.7,2719.702,2742.803,75,0,0,0,0,25
"2013","Centro_Oeste","GO","5211008",16.475,0,48.8,0,34.725,8.6,4.350881242,98.6,0.9,0.5,65.275,2011.02633333333,2011.02633333333,53.3333333333333,23.3333333333333,0,0,23.3333333333333,0
"2013","Centro_Oeste","GO","5211206",32.1,0,66.8333333333333,0.533333333333333,0.533333333333333,15.5,3.00438981,94.6,4.73333333333333,0.666666666666667,99.5,2859.9015,2867.0305,58.9,0,23.3333333333333,0,0,17.7666666666667
